,NOC,Year,Event,Bronze,Gold,Silver,Total
5703,GER,2012,Athletics Men's Pole Vault,1.0,0.0,1.0,2.0
5704,GER,2012,Athletics Men's Shot Put,0.0,0.0,1.0,1.0
5705,GER,2012,Athletics Women's Hammer Throw,1.0,0.0,0.0,1.0
5706,GER,2012,Athletics Women's Heptathlon,0.0,0.0,1.0,1.0
5707,GER,2012,Athletics Women's Javelin Throw,1.0,0.0,1.0,2.0
5708,GER,2012,Beach Volleyball Men's Beach Volleyball,0.0,1.0,0.0,1.0
5709,GER,2012,"Canoeing Men's Canadian Doubles, 1,000 metres",0.0,1.0,0.0,1.0
5710,GER,2012,"Canoeing Men's Canadian Singles, 1,000 metres",0.0,1.0,0.0,1.0
5711,GER,2012,"Canoeing Men's Canadian Singles, Slalom",0.0,0.0,1.0,1.0
5712,GER,2012,"Canoeing Men's Kayak Doubles, 1,000 metres",1.0,0.0,0.0,1.0
5713,GER,2012,"Canoeing Men's Kayak Singles, 1,000 metres",1.0,0.0,0.0,1.0
5714,GER,2012,"Canoeing Men's Kayak Singles, Slalom",1.0,0.0,0.0,1.0
5715,GER,2012,"Canoeing Women's Kayak Doubles, 500 metres",0.0,1.0,0.0,1.0
5716,GER,2012,"Canoeing Women's Kayak Fours, 500 metres",0.0,0.0,1.0,1.0
5717,GER,2012,Cycling Men's Individual Time Trial,0.0,0.0,1.0,1.0
5718,GER,2012,Cycling Men's Keirin,0.0,0.0,1.0,1.0
5719,GER,2012,Cycling Men's Team Sprint,1.0,0.0,0.0,1.0
5720,GER,2012,Cycling Women's Individual Time Trial,0.0,0.0,1.0,1.0
5721,GER,2012,"Cycling Women's Mountainbike, Cross-Country",0.0,0.0,1.0,1.0
5722,GER,2012,Cycling Women's Team Sprint,0.0,1.0,0.0,1.0
5723,GER,2012,"Equestrianism Mixed Dressage, Team",0.0,0.0,1.0,1.0
5724,GER,2012,"Equestrianism Mixed Three-Day Event, Individual",1.0,1.0,0.0,2.0
5725,GER,2012,"Equestrianism Mixed Three-Day Event, Team",0.0,1.0,0.0,1.0
5726,GER,2012,"Fencing Men's Foil, Team",1.0,0.0,0.0,1.0
5727,GER,2012,"Fencing Women's epee, Individual",0.0,0.0,1.0,1.0
5728,GER,2012,Gymnastics Men's Horizontal Bar,0.0,0.0,1.0,1.0
5729,GER,2012,Gymnastics Men's Individual All-Around,0.0,0.0,1.0,1.0
5730,GER,2012,Gymnastics Men's Parallel Bars,0.0,0.0,1.0,1.0
5731,GER,2012,Hockey Men's Hockey,0.0,1.0,0.0,1.0
5732,GER,2012,Judo Men's Half-Middleweight,0.0,0.0,1.0,1.0
5733,GER,2012,Judo Women's Middleweight,0.0,0.0,1.0,1.0
5734,GER,2012,Rowing Men's Coxed Eights,0.0,1.0,0.0,1.0
5735,GER,2012,Rowing Men's Quadruple Sculls,0.0,1.0,0.0,1.0
5736,GER,2012,Rowing Women's Quadruple Sculls,0.0,0.0,1.0,1.0
5737,GER,2012,Swimming Men's 10 kilometres Open Water,0.0,0.0,1.0,1.0
5738,GER,2012,Table Tennis Men's Singles,1.0,0.0,0.0,1.0
5739,GER,2012,Table Tennis Men's Team,1.0,0.0,0.0,1.0
5740,GER,2012,Taekwondo Women's Welterweight,1.0,0.0,0.0,1.0
5741,GER,2016,Archery Women's Individual,0.0,0.0,1.0,1.0
5742,GER,2016,Athletics Men's Discus Throw,1.0,1.0,0.0,2.0
5743,GER,2016,Athletics Men's Javelin Throw,0.0,1.0,0.0,1.0
5744,GER,2016,Beach Volleyball Women's Beach Volleyball,0.0,1.0,0.0,1.0
5745,GER,2016,"Canoeing Men's Canadian Doubles, 1,000 metres",0.0,1.0,0.0,1.0
5746,GER,2016,"Canoeing Men's Canadian Singles, 1,000 metres",0.0,1.0,0.0,1.0
5747,GER,2016,"Canoeing Men's Kayak Doubles, 1,000 metres",0.0,1.0,0.0,1.0
5748,GER,2016,"Canoeing Men's Kayak Fours, 1,000 metres",0.0,1.0,0.0,1.0
5749,GER,2016,"Canoeing Women's Kayak Doubles, 500 metres",0.0,0.0,1.0,1.0
5750,GER,2016,"Canoeing Women's Kayak Fours, 500 metres",0.0,0.0,1.0,1.0
5751,GER,2016,Cycling Women's Sprint,0.0,1.0,0.0,1.0
5752,GER,2016,Cycling Women's Team Sprint,1.0,0.0,0.0,1.0
5753,GER,2016,Diving Men's Springboard,1.0,0.0,0.0,1.0
5754,GER,2016,"Equestrianism Mixed Dressage, Individual",1.0,0.0,1.0,2.0
5755,GER,2016,"Equestrianism Mixed Dressage, Team",0.0,1.0,0.0,1.0
5756,GER,2016,"Equestrianism Mixed Jumping, Team",1.0,0.0,0.0,1.0
5757,GER,2016,"Equestrianism Mixed Three-Day Event, Individual",0.0,1.0,0.0,1.0
5758,GER,2016,"Equestrianism Mixed Three-Day Event, Team",0.0,0.0,1.0,1.0
5759,GER,2016,Football Men's Football,0.0,0.0,1.0,1.0
5760,GER,2016,Football Women's Football,0.0,1.0,0.0,1.0
5761,GER,2016,Gymnastics Men's Horizontal Bar,0.0,1.0,0.0,1.0
5762,GER,2016,Gymnastics Women's Uneven Bars,1.0,0.0,0.0,1.0
5763,GER,2016,Handball Men's Handball,1.0,0.0,0.0,1.0
5764,GER,2016,Hockey Men's Hockey,1.0,0.0,0.0,1.0
5765,GER,2016,Hockey Women's Hockey,1.0,0.0,0.0,1.0
5766,GER,2016,Rowing Men's Coxed Eights,0.0,0.0,1.0,1.0
5767,GER,2016,Rowing Men's Quadruple Sculls,0.0,1.0,0.0,1.0
5768,GER,2016,Rowing Women's Quadruple Sculls,0.0,1.0,0.0,1.0
5769,GER,2016,Sailing Men's Skiff,1.0,0.0,0.0,1.0
5770,GER,2016,"Shooting Men's Rapid-Fire Pistol, 25 metres",0.0,1.0,0.0,1.0
5771,GER,2016,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",0.0,1.0,0.0,1.0
5772,GER,2016,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",0.0,1.0,0.0,1.0
5773,GER,2016,"Shooting Women's Sporting Pistol, 25 metres",0.0,0.0,1.0,1.0
5774,GER,2016,Table Tennis Men's Team,1.0,0.0,0.0,1.0
5775,GER,2016,Table Tennis Women's Team,0.0,0.0,1.0,1.0
5776,GER,2016,Tennis Women's Singles,0.0,0.0,1.0,1.0
5777,GHA,1960,Boxing Men's Light-Welterweight,0.0,0.0,1.0,1.0
5778,GHA,1964,Boxing Men's Light-Welterweight,1.0,0.0,0.0,1.0
5779,GHA,1972,Boxing Men's Middleweight,1.0,0.0,0.0,1.0
5780,GHA,1992,Football Men's Football,1.0,0.0,0.0,1.0
5781,GRE,1896,Athletics Men's 800 metres,1.0,0.0,0.0,1.0
5782,GRE,1896,Athletics Men's Discus Throw,1.0,0.0,1.0,2.0
5783,GRE,1896,Athletics Men's Marathon,0.0,1.0,1.0,2.0
5784,GRE,1896,Athletics Men's Pole Vault,1.0,0.0,0.0,1.0
5785,GRE,1896,Athletics Men's Shot Put,1.0,0.0,1.0,2.0
5786,GRE,1896,Athletics Men's Triple Jump,1.0,0.0,0.0,1.0
5787,GRE,1896,Cycling Men's 100 kilometres,0.0,0.0,1.0,1.0
5788,GRE,1896,Cycling Men's 333 metres Time Trial,0.0,0.0,1.0,1.0
5789,GRE,1896,"Cycling Men's Road Race, Individual",0.0,1.0,0.0,1.0
5790,GRE,1896,Cycling Men's Sprint,0.0,0.0,1.0,1.0
5791,GRE,1896,"Fencing Men's Foil, Individual",1.0,0.0,0.0,1.0
5792,GRE,1896,"Fencing Men's Foil, Masters, Individual",0.0,1.0,0.0,1.0
5793,GRE,1896,"Fencing Men's Sabre, Individual",0.0,1.0,1.0,2.0
5794,GRE,1896,"Gymnastics Men's Parallel Bars, Teams",1.0,0.0,0.0,1.0
5795,GRE,1896,Gymnastics Men's Rings,1.0,1.0,0.0,2.0
5796,GRE,1896,Gymnastics Men's Rope Climbing,0.0,1.0,1.0,2.0
5797,GRE,1896,"Shooting Men's Free Pistol, 30 metres",1.0,0.0,0.0,1.0
5798,GRE,1896,"Shooting Men's Free Rifle, Three Positions, 300 metres",0.0,1.0,1.0,2.0
5799,GRE,1896,"Shooting Men's Military Pistol, 25 metres",1.0,0.0,0.0,1.0
5800,GRE,1896,"Shooting Men's Military Rifle, 200 metres",1.0,1.0,1.0,3.0
5801,GRE,1896,"Shooting Men's Muzzle-Loading Pistol, 25 metres",0.0,1.0,1.0,2.0
5802,GRE,1896,"Swimming Men's 1,200 metres Freestyle",0.0,0.0,1.0,1.0
5803,GRE,1896,Swimming Men's 100 metres Freestyle For Sailors,1.0,1.0,1.0,3.0
5804,GRE,1896,Swimming Men's 500 metres Freestyle,1.0,0.0,1.0,2.0
5805,GRE,1896,Tennis Men's Doubles,0.0,0.0,1.0,1.0
5806,GRE,1896,Tennis Men's Singles,1.0,0.0,1.0,2.0
5807,GRE,1896,"Weightlifting Men's Unlimited, One Hand",1.0,0.0,0.0,1.0
5808,GRE,1896,"Weightlifting Men's Unlimited, Two Hands",1.0,0.0,0.0,1.0
5809,GRE,1896,"Wrestling Men's Unlimited Class, Greco-Roman",1.0,0.0,1.0,2.0
5810,GRE,1904,Athletics Men's Discus Throw,1.0,0.0,0.0,1.0
5811,GRE,1904,"Weightlifting Men's Unlimited, Two Hands",0.0,1.0,0.0,1.0
5812,GRE,1906,"Athletics Men's 1,500 metres Walk",1.0,0.0,0.0,1.0
5813,GRE,1906,"Athletics Men's 3,000 metres Walk",1.0,0.0,0.0,1.0
5814,GRE,1906,Athletics Men's Discus Throw,0.0,0.0,1.0,1.0
5815,GRE,1906,"Athletics Men's Discus Throw, Greek Style",0.0,0.0,1.0,1.0
5816,GRE,1906,Athletics Men's High Jump,1.0,0.0,0.0,1.0
5817,GRE,1906,Athletics Men's Stone Throw,1.0,1.0,0.0,2.0
5818,GRE,1906,"Fencing Men's Sabre, Individual",0.0,1.0,0.0,1.0
5819,GRE,1906,"Fencing Men's Sabre, Masters, Individual",0.0,0.0,1.0,1.0
5820,GRE,1906,"Fencing Men's Sabre, Team",0.0,0.0,1.0,1.0
5821,GRE,1906,"Fencing Men's epee, Masters, Individual",1.0,0.0,0.0,1.0
5822,GRE,1906,Football Men's Football,1.0,0.0,0.0,1.0
5823,GRE,1906,Gymnastics Men's Rope Climbing,1.0,1.0,0.0,2.0
5824,GRE,1906,Rowing Men's 17-Man Naval Rowing Boats,0.0,1.0,1.0,2.0
5825,GRE,1906,Rowing Men's 6-Man Naval Rowing Boats,1.0,0.0,1.0,2.0
5826,GRE,1906,"Shooting Men's Dueling Pistol Au Commandement, 25 metres",0.0,1.0,0.0,1.0
5827,GRE,1906,"Shooting Men's Free Pistol, 25 metres",1.0,0.0,0.0,1.0
5828,GRE,1906,"Shooting Men's Free Pistol, 50 metres",1.0,1.0,0.0,2.0
5829,GRE,1906,"Shooting Men's Military Revolver, 20 metres",1.0,0.0,1.0,2.0
5830,GRE,1906,"Shooting Men's Trap, Double Shot, 14 metres",0.0,0.0,1.0,1.0
5831,GRE,1906,"Shooting Men's Trap, Single Shot, 16 metres",0.0,0.0,1.0,1.0
5832,GRE,1906,Tennis Men's Doubles,0.0,0.0,1.0,1.0
5833,GRE,1906,Tennis Mixed Doubles,1.0,0.0,1.0,2.0
5834,GRE,1906,Tennis Women's Singles,1.0,1.0,1.0,3.0
5835,GRE,1906,Tug-Of-War Men's Tug-Of-War,0.0,0.0,1.0,1.0
5836,GRE,1906,"Weightlifting Men's Unlimited, Two Hands",0.0,1.0,0.0,1.0
5837,GRE,1908,"Athletics Men's Javelin Throw, Freestyle",0.0,0.0,1.0,1.0
5838,GRE,1908,Athletics Men's Standing Long Jump,0.0,0.0,1.0,1.0
5839,GRE,1912,Athletics Men's Standing High Jump,1.0,0.0,0.0,1.0
5840,GRE,1912,Athletics Men's Standing Long Jump,0.0,1.0,0.0,1.0
5841,GRE,1920,"Shooting Men's Military Pistol, Team",0.0,0.0,1.0,1.0
5842,GRE,1924,Art Competitions Mixed Sculpturing,0.0,1.0,0.0,1.0
5843,GRE,1956,Athletics Men's Pole Vault,1.0,0.0,0.0,1.0
5844,GRE,1960,Sailing Mixed Three Person Keelboat,0.0,1.0,0.0,1.0
5845,GRE,1968,"Wrestling Men's Lightweight, Greco-Roman",1.0,0.0,0.0,1.0
5846,GRE,1972,Sailing Mixed One Person Dinghy,0.0,0.0,1.0,1.0
5847,GRE,1972,"Wrestling Men's Welterweight, Greco-Roman",0.0,0.0,1.0,1.0
5848,GRE,1980,Sailing Mixed Three Person Keelboat,1.0,0.0,0.0,1.0
5849,GRE,1980,"Wrestling Men's Featherweight, Freestyle",1.0,0.0,0.0,1.0
5850,GRE,1980,"Wrestling Men's Featherweight, Greco-Roman",0.0,1.0,0.0,1.0
5851,GRE,1984,"Wrestling Men's Bantamweight, Greco-Roman",1.0,0.0,0.0,1.0
5852,GRE,1984,"Wrestling Men's Middleweight, Greco-Roman",0.0,0.0,1.0,1.0
5853,GRE,1988,"Wrestling Men's Bantamweight, Greco-Roman",1.0,0.0,0.0,1.0
5854,GRE,1992,Athletics Women's 100 metres Hurdles,0.0,1.0,0.0,1.0
5855,GRE,1992,Weightlifting Men's Light-Heavyweight,0.0,1.0,0.0,1.0
5856,GRE,1996,Athletics Women's High Jump,0.0,0.0,1.0,1.0
5857,GRE,1996,Gymnastics Men's Floor Exercise,0.0,1.0,0.0,1.0
5858,GRE,1996,Sailing Men's Windsurfer,0.0,1.0,0.0,1.0
5859,GRE,1996,Weightlifting Men's Bantamweight,0.0,0.0,1.0,1.0
5860,GRE,1996,Weightlifting Men's Featherweight,0.0,0.0,1.0,1.0
5861,GRE,1996,Weightlifting Men's Heavyweight I,0.0,1.0,0.0,1.0
5862,GRE,1996,Weightlifting Men's Light-Heavyweight,0.0,1.0,0.0,1.0
5863,GRE,1996,Weightlifting Men's Middle-Heavyweight,0.0,0.0,1.0,1.0
5864,GRE,2000,Athletics Men's 200 metres,0.0,1.0,0.0,1.0
5865,GRE,2000,Athletics Women's Discus Throw,0.0,0.0,1.0,1.0
5866,GRE,2000,Athletics Women's Javelin Throw,0.0,0.0,1.0,1.0
5867,GRE,2000,Gymnastics Men's Rings,0.0,0.0,1.0,1.0
5868,GRE,2000,Rhythmic Gymnastics Women's Group,1.0,0.0,0.0,1.0
5869,GRE,2000,Taekwondo Men's Flyweight,0.0,1.0,0.0,1.0
5870,GRE,2000,Weightlifting Men's Featherweight,0.0,0.0,1.0,1.0
5871,GRE,2000,Weightlifting Men's Light-Heavyweight,0.0,1.0,0.0,1.0
5872,GRE,2000,Weightlifting Men's Middle-Heavyweight,0.0,1.0,0.0,1.0
5873,GRE,2000,Weightlifting Men's Middleweight,0.0,0.0,1.0,1.0
5874,GRE,2000,Weightlifting Women's Middleweight,1.0,0.0,0.0,1.0
5875,GRE,2000,"Wrestling Men's Bantamweight, Freestyle",1.0,0.0,0.0,1.0
5876,GRE,2004,Athletics Women's 20 kilometres Walk,0.0,1.0,0.0,1.0
5877,GRE,2004,Athletics Women's 400 metres Hurdles,0.0,1.0,0.0,1.0
5878,GRE,2004,Athletics Women's Discus Throw,0.0,0.0,1.0,1.0
5879,GRE,2004,Athletics Women's Javelin Throw,1.0,0.0,0.0,1.0
5880,GRE,2004,Athletics Women's Triple Jump,0.0,0.0,1.0,1.0
5881,GRE,2004,Diving Men's Synchronized Springboard,0.0,1.0,0.0,1.0
5882,GRE,2004,Gymnastics Men's Rings,0.0,1.0,0.0,1.0
5883,GRE,2004,Judo Men's Half-Middleweight,0.0,1.0,0.0,1.0
5884,GRE,2004,Rowing Men's Lightweight Double Sculls,1.0,0.0,0.0,1.0
5885,GRE,2004,Sailing Men's Windsurfer,0.0,0.0,1.0,1.0
5886,GRE,2004,Sailing Women's Two Person Dinghy,0.0,1.0,0.0,1.0
5887,GRE,2004,Taekwondo Men's Heavyweight,0.0,0.0,1.0,1.0
5888,GRE,2004,Taekwondo Women's Welterweight,0.0,0.0,1.0,1.0
5889,GRE,2004,Water Polo Women's Water Polo,0.0,0.0,1.0,1.0
5890,GRE,2004,Weightlifting Men's Light-Heavyweight,1.0,0.0,0.0,1.0
5891,GRE,2004,"Wrestling Men's Featherweight, Greco-Roman",1.0,0.0,0.0,1.0
5892,GRE,2008,Athletics Women's Triple Jump,1.0,0.0,0.0,1.0
5893,GRE,2008,Rowing Men's Lightweight Double Sculls,0.0,0.0,1.0,1.0
5894,GRE,2008,Sailing Women's Three Person Keelboat,1.0,0.0,0.0,1.0
5895,GRE,2008,Taekwondo Men's Heavyweight,0.0,0.0,1.0,1.0
5896,GRE,2012,Judo Men's Middleweight,1.0,0.0,0.0,1.0
5897,GRE,2012,Rowing Women's Lightweight Double Sculls,1.0,0.0,0.0,1.0
5898,GRE,2016,Athletics Women's Pole Vault,0.0,1.0,0.0,1.0
5899,GRE,2016,Gymnastics Men's Rings,0.0,1.0,0.0,1.0
5900,GRE,2016,Sailing Men's Two Person Dinghy,1.0,0.0,0.0,1.0
5901,GRE,2016,"Shooting Women's Air Pistol, 10 metres",1.0,0.0,0.0,1.0
5902,GRE,2016,"Shooting Women's Sporting Pistol, 25 metres",0.0,1.0,0.0,1.0
5903,GRE,2016,Swimming Men's 10 kilometres Open Water,0.0,0.0,1.0,1.0
5904,GRN,2012,Athletics Men's 400 metres,0.0,1.0,0.0,1.0
5905,GRN,2016,Athletics Men's 400 metres,0.0,0.0,1.0,1.0
5906,GUA,2012,Athletics Men's 20 kilometres Walk,0.0,0.0,1.0,1.0
5907,GUY,1980,Boxing Men's Bantamweight,1.0,0.0,0.0,1.0
5908,HAI,1924,"Shooting Men's Free Rifle, 400, 600 and 800 metres, Team",1.0,0.0,0.0,1.0
5909,HAI,1928,Athletics Men's Long Jump,0.0,0.0,1.0,1.0
5910,HKG,1996,Sailing Women's Windsurfer,0.0,1.0,0.0,1.0
5911,HKG,2004,Table Tennis Men's Doubles,0.0,0.0,1.0,1.0
5912,HKG,2012,Cycling Women's Keirin,1.0,0.0,0.0,1.0
5913,HUN,1896,Athletics Men's 800 metres,0.0,0.0,1.0,1.0
5914,HUN,1896,Athletics Men's Marathon,1.0,0.0,0.0,1.0
5915,HUN,1896,"Swimming Men's 1,200 metres Freestyle",0.0,1.0,0.0,1.0
5916,HUN,1896,Swimming Men's 100 metres Freestyle,0.0,1.0,0.0,1.0
5917,HUN,1900,Athletics Men's Discus Throw,0.0,1.0,0.0,1.0
5918,HUN,1900,Athletics Men's High Jump,1.0,0.0,0.0,1.0
5919,HUN,1900,"Swimming Men's 1,000 metres Freestyle",1.0,0.0,0.0,1.0
5920,HUN,1900,Swimming Men's 200 metres Freestyle,0.0,0.0,1.0,1.0
5921,HUN,1900,"Swimming Men's 4,000 metres Freestyle",0.0,0.0,1.0,1.0
5922,HUN,1904,Swimming Men's 100 yard Freestyle,0.0,1.0,0.0,1.0
5923,HUN,1904,Swimming Men's 50 yard Freestyle,0.0,1.0,0.0,1.0
5924,HUN,1904,Swimming Men's 880 yard Freestyle,1.0,0.0,0.0,1.0
5925,HUN,1904,Swimming Men's One Mile Freestyle,0.0,0.0,1.0,1.0
5926,HUN,1906,"Athletics Men's 3,000 metres Walk",0.0,1.0,0.0,1.0
5927,HUN,1906,"Athletics Men's Discus Throw, Greek Style",1.0,0.0,0.0,1.0
5928,HUN,1906,Athletics Men's High Jump,0.0,0.0,1.0,1.0
5929,HUN,1906,Athletics Men's Pentathlon (Ancient),0.0,0.0,1.0,1.0
5930,HUN,1906,Athletics Men's Shot Put,0.0,0.0,1.0,1.0
5931,HUN,1906,"Fencing Men's Sabre, Individual, Three Hits",1.0,0.0,0.0,1.0
5932,HUN,1906,Gymnastics Men's Rope Climbing,0.0,0.0,1.0,1.0
5933,HUN,1906,Swimming Men's 100 metres Freestyle,0.0,0.0,1.0,1.0
5934,HUN,1906,Swimming Men's 4 x 250 metres Freestyle Relay,0.0,1.0,0.0,1.0
5935,HUN,1906,"Wrestling Men's Lightweight, Greco-Roman",1.0,0.0,0.0,1.0
5936,HUN,1908,"Athletics Men's 1,600 metres Medley Relay",1.0,0.0,0.0,1.0
5937,HUN,1908,"Fencing Men's Sabre, Individual",0.0,1.0,1.0,2.0
5938,HUN,1908,"Fencing Men's Sabre, Team",0.0,1.0,0.0,1.0
5939,HUN,1908,Rowing Men's Single Sculls,1.0,0.0,0.0,1.0
5940,HUN,1908,Swimming Men's 100 metres Freestyle,0.0,0.0,1.0,1.0
5941,HUN,1908,Swimming Men's 4 x 200 metres Freestyle Relay,0.0,0.0,1.0,1.0
5942,HUN,1908,"Wrestling Men's Heavyweight, Greco-Roman",0.0,1.0,0.0,1.0
5943,HUN,1912,Athletics Men's Javelin Throw,1.0,0.0,0.0,1.0
5944,HUN,1912,"Fencing Men's Sabre, Individual",1.0,1.0,1.0,3.0
5945,HUN,1912,"Fencing Men's Sabre, Team",0.0,1.0,0.0,1.0
5946,HUN,1912,Gymnastics Men's Team All-Around,0.0,0.0,1.0,1.0
5947,HUN,1912,"Shooting Men's Military Rifle, Three Positions, 300 metres",0.0,1.0,0.0,1.0
5948,HUN,1912,"Wrestling Men's Middleweight B, Greco-Roman",1.0,0.0,0.0,1.0
5949,HUN,1924,Art Competitions Mixed Architecture,0.0,0.0,1.0,1.0
5950,HUN,1924,Athletics Men's Pentathlon,0.0,0.0,1.0,1.0
5951,HUN,1924,"Fencing Men's Foil, Team",1.0,0.0,0.0,1.0
5952,HUN,1924,"Fencing Men's Sabre, Individual",1.0,1.0,0.0,2.0
5953,HUN,1924,"Fencing Men's Sabre, Team",0.0,0.0,1.0,1.0
5954,HUN,1924,Shooting Men's Trap,0.0,1.0,0.0,1.0
5955,HUN,1924,Swimming Men's 100 metres Backstroke,1.0,0.0,0.0,1.0
5956,HUN,1924,"Wrestling Men's Heavyweight, Greco-Roman",1.0,0.0,0.0,1.0
5957,HUN,1924,"Wrestling Men's Lightweight, Greco-Roman",0.0,0.0,1.0,1.0
5958,HUN,1928,"Art Competitions Mixed Literature, Epic Works",0.0,1.0,0.0,1.0
5959,HUN,1928,Athletics Men's Javelin Throw,0.0,0.0,1.0,1.0
5960,HUN,1928,Boxing Men's Flyweight,0.0,1.0,0.0,1.0
5961,HUN,1928,"Fencing Men's Sabre, Individual",0.0,1.0,1.0,2.0
5962,HUN,1928,"Fencing Men's Sabre, Team",0.0,1.0,0.0,1.0
5963,HUN,1928,Swimming Men's 100 metres Freestyle,0.0,0.0,1.0,1.0
5964,HUN,1928,Water Polo Men's Water Polo,0.0,0.0,1.0,1.0
5965,HUN,1928,"Wrestling Men's Lightweight, Greco-Roman",0.0,1.0,0.0,1.0
5966,HUN,1928,"Wrestling Men's Middleweight, Greco-Roman",0.0,0.0,1.0,1.0
5967,HUN,1932,"Art Competitions Mixed Sculpturing, Statues",0.0,0.0,1.0,1.0
5968,HUN,1932,Boxing Men's Flyweight,0.0,1.0,0.0,1.0
5969,HUN,1932,"Fencing Men's Sabre, Individual",1.0,1.0,0.0,2.0
5970,HUN,1932,"Fencing Men's Sabre, Team",0.0,1.0,0.0,1.0
5971,HUN,1932,"Fencing Women's Foil, Individual",1.0,0.0,0.0,1.0
5972,HUN,1932,Gymnastics Men's Floor Exercise,0.0,1.0,0.0,1.0
5973,HUN,1932,Gymnastics Men's Individual All-Around,0.0,0.0,1.0,1.0
5974,HUN,1932,Gymnastics Men's Parallel Bars,0.0,0.0,1.0,1.0
5975,HUN,1932,Gymnastics Men's Pommelled Horse,0.0,1.0,0.0,1.0
5976,HUN,1932,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",1.0,0.0,0.0,1.0
5977,HUN,1932,Swimming Men's 4 x 200 metres Freestyle Relay,1.0,0.0,0.0,1.0
5978,HUN,1932,Water Polo Men's Water Polo,0.0,1.0,0.0,1.0
5979,HUN,1932,"Wrestling Men's Bantamweight, Freestyle",0.0,0.0,1.0,1.0
5980,HUN,1932,"Wrestling Men's Lightweight, Freestyle",0.0,0.0,1.0,1.0
5981,HUN,1932,"Wrestling Men's Middleweight, Freestyle",1.0,0.0,0.0,1.0
5982,HUN,1936,Athletics Women's High Jump,0.0,1.0,0.0,1.0
5983,HUN,1936,Boxing Men's Lightweight,0.0,1.0,0.0,1.0
5984,HUN,1936,"Equestrianism Men's Jumping, Individual",1.0,0.0,0.0,1.0
5985,HUN,1936,"Fencing Men's Sabre, Individual",1.0,1.0,0.0,2.0
5986,HUN,1936,"Fencing Men's Sabre, Team",0.0,1.0,0.0,1.0
5987,HUN,1936,"Fencing Women's Foil, Individual",0.0,1.0,0.0,1.0
5988,HUN,1936,Gymnastics Women's Team All-Around,1.0,0.0,0.0,1.0
5989,HUN,1936,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",0.0,0.0,1.0,1.0
5990,HUN,1936,Swimming Men's 100 metres Freestyle,0.0,1.0,0.0,1.0
5991,HUN,1936,Swimming Men's 4 x 200 metres Freestyle Relay,1.0,0.0,0.0,1.0
5992,HUN,1936,Water Polo Men's Water Polo,0.0,1.0,0.0,1.0
5993,HUN,1936,"Wrestling Men's Bantamweight, Freestyle",0.0,1.0,0.0,1.0
5994,HUN,1936,"Wrestling Men's Bantamweight, Greco-Roman",0.0,1.0,0.0,1.0
5995,HUN,1936,"Wrestling Men's Lightweight, Freestyle",0.0,1.0,0.0,1.0
5996,HUN,1936,"Wrestling Men's Middleweight, Greco-Roman",1.0,0.0,0.0,1.0
5997,HUN,1948,"Art Competitions Mixed Literature, Epic Works",1.0,0.0,0.0,1.0
5998,HUN,1948,Athletics Men's Hammer Throw,0.0,1.0,0.0,1.0
5999,HUN,1948,Athletics Men's Javelin Throw,1.0,0.0,0.0,1.0
6000,HUN,1948,Athletics Women's Long Jump,0.0,1.0,0.0,1.0
6001,HUN,1948,Boxing Men's Bantamweight,0.0,1.0,0.0,1.0
6002,HUN,1948,Boxing Men's Middleweight,0.0,1.0,0.0,1.0
6003,HUN,1948,"Fencing Men's Foil, Individual",1.0,0.0,0.0,1.0
6004,HUN,1948,"Fencing Men's Sabre, Individual",1.0,1.0,0.0,2.0
6005,HUN,1948,"Fencing Men's Sabre, Team",0.0,1.0,0.0,1.0
6006,HUN,1948,"Fencing Women's Foil, Individual",0.0,1.0,0.0,1.0
6007,HUN,1948,Gymnastics Men's Floor Exercise,0.0,1.0,1.0,2.0
6008,HUN,1948,Gymnastics Men's Horse Vault,1.0,0.0,0.0,1.0
6009,HUN,1948,Gymnastics Men's Team All-Around,1.0,0.0,0.0,1.0
6010,HUN,1948,Gymnastics Women's Team All-Around,0.0,0.0,1.0,1.0
6011,HUN,1948,Rowing Men's Coxed Pairs,1.0,0.0,0.0,1.0
6012,HUN,1948,"Shooting Men's Rapid-Fire Pistol, 25 metres",0.0,1.0,0.0,1.0
6013,HUN,1948,"Swimming Men's 1,500 metres Freestyle",1.0,0.0,0.0,1.0
6014,HUN,1948,Swimming Men's 100 metres Freestyle,1.0,0.0,0.0,1.0
6015,HUN,1948,Swimming Men's 4 x 200 metres Freestyle Relay,0.0,0.0,1.0,1.0
6016,HUN,1948,Swimming Women's 200 metres Breaststroke,1.0,0.0,0.0,1.0
6017,HUN,1948,Water Polo Men's Water Polo,0.0,0.0,1.0,1.0
6018,HUN,1948,"Wrestling Men's Featherweight, Greco-Roman",1.0,0.0,0.0,1.0
6019,HUN,1948,"Wrestling Men's Heavyweight, Freestyle",0.0,1.0,0.0,1.0
6020,HUN,1948,"Wrestling Men's Lightweight, Greco-Roman",1.0,0.0,0.0,1.0
6021,HUN,1948,"Wrestling Men's Welterweight, Greco-Roman",0.0,0.0,1.0,1.0
6022,HUN,1952,Athletics Men's 4 x 100 metres Relay,1.0,0.0,0.0,1.0
