,ID,Team,NOC,Year,Event,Medal
570,327,United Arab Emirates,UAE,1984,Athletics Men's 100 metres,
571,328,Iraq,IRQ,1960,Athletics Men's Pole Vault,
574,331,Malaysia,MAS,1996,Swimming Men's 200 metres Individual Medley,
575,331,Malaysia,MAS,1996,Swimming Men's 400 metres Individual Medley,
577,331,Malaysia,MAS,2000,Swimming Men's 400 metres Individual Medley,
578,332,Singapore,SGP,1992,Badminton Women's Singles,
579,332,Singapore,SGP,1996,Badminton Women's Singles,
580,333,Sudan,SUD,1968,Boxing Men's Light-Middleweight,
581,333,Sudan,SUD,1972,Boxing Men's Middleweight,
582,334,Nigeria,NGR,1988,Tennis Men's Singles,
583,335,Azerbaijan,AZE,2016,Boxing Men's Heavyweight,
584,336,Azerbaijan,AZE,1996,"Wrestling Men's Bantamweight, Freestyle",
585,336,Azerbaijan,AZE,2000,"Wrestling Men's Featherweight, Freestyle",
586,337,Uzbekistan,UZB,1996,Boxing Men's Lightweight,
587,337,Uzbekistan,UZB,2000,Boxing Men's Light-Welterweight,Gold
588,338,Uzbekistan,UZB,2012,"Wrestling Men's Super-Heavyweight, Greco-Roman",
589,338,Uzbekistan,UZB,2016,"Wrestling Men's Super-Heavyweight, Greco-Roman",
590,339,Azerbaijan,AZE,1996,"Wrestling Men's Flyweight, Freestyle",Silver
591,339,Azerbaijan,AZE,2000,"Wrestling Men's Bantamweight, Freestyle",Gold
592,339,Azerbaijan,AZE,2004,"Wrestling Men's Featherweight, Freestyle",
593,340,Azerbaijan,AZE,2012,"Athletics Women's 5,000 metres",
594,341,Azerbaijan,AZE,2008,"Wrestling Men's Middleweight, Greco-Roman",
595,342,Kuwait,KUW,1972,Swimming Men's 100 metres Freestyle,
596,343,Egypt,EGY,2008,Weightlifting Women's Light-Heavyweight,
597,343,Egypt,EGY,2012,Weightlifting Women's Heavyweight,
598,344,United Arab Emirates,UAE,2012,Football Men's Football,
601,346,Egypt,EGY,2012,Synchronized Swimming Women's Duet,
603,347,Kuwait,KUW,1980,Athletics Men's Discus Throw,
604,348,Kuwait,KUW,1988,Athletics Men's 110 metres Hurdles,
605,348,Kuwait,KUW,1992,Athletics Men's 110 metres Hurdles,
607,350,Egypt,EGY,2008,Weightlifting Men's Featherweight,
608,350,Egypt,EGY,2012,Weightlifting Men's Lightweight,
609,351,United States,USA,2000,Basketball Men's Basketball,Gold
610,352,Uzbekistan,UZB,2004,Boxing Men's Middleweight,
611,353,Kyrgyzstan,KGZ,2008,Taekwondo Men's Featherweight,
612,353,Kyrgyzstan,KGZ,2012,Taekwondo Men's Welterweight,
613,354,Uzbekistan,UZB,2016,"Wrestling Men's Middleweight, Freestyle",
614,355,Tajikistan,TJK,2016,Judo Men's Heavyweight,
617,357,Tajikistan,TJK,2008,"Wrestling Men's Light-Heavyweight, Freestyle",Silver
618,357,Tajikistan,TJK,2012,"Wrestling Men's Light-Heavyweight, Freestyle",
619,358,Libya,LBA,1980,Cycling Men's Sprint,
620,359,Unified Team,EUN,1992,Athletics Men's Hammer Throw,Gold
621,359,Uzbekistan,UZB,2000,Athletics Men's Hammer Throw,
622,360,Soviet Union,URS,1988,"Cycling Men's Road Race, Individual",
623,360,Uzbekistan,UZB,1996,"Cycling Men's Road Race, Individual",
624,361,Kyrgyzstan,KGZ,2004,Boxing Men's Bantamweight,
625,362,Japan,JPN,1936,Athletics Men's Hammer Throw,
630,364,Japan,JPN,1960,"Wrestling Men's Lightweight, Freestyle",
632,366,Japan,JPN,1972,"Wrestling Men's Featherweight, Freestyle",
639,368,Japan,JPN,1968,Athletics Men's Long Jump,
640,369,Japan,JPN,1936,Rowing Men's Coxed Pairs,
643,371,Japan,JPN,2000,Baseball Men's Baseball,
644,371,Japan,JPN,2008,Baseball Men's Baseball,
646,373,Japan,JPN,1984,Rowing Men's Coxed Fours,
647,373,Japan,JPN,1988,Rowing Men's Coxed Eights,
648,373,Japan,JPN,1992,Rowing Men's Coxed Eights,
649,374,Japan,JPN,1960,Hockey Men's Hockey,
650,375,Japan,JPN,1984,"Cycling Women's Road Race, Individual",
653,378,Congo (Brazzaville),CGO,1980,Handball Women's Handball,
654,379,Ethiopia,ETH,1992,"Athletics Men's 5,000 metres",
655,379,Ethiopia,ETH,1992,"Athletics Men's 10,000 metres",Bronze
656,380,Ethiopia,ETH,1992,"Cycling Men's Road Race, Individual",
657,380,Ethiopia,ETH,1992,Cycling Men's 100 kilometres Team Time Trial,
658,381,Algeria,ALG,1988,Boxing Men's Flyweight,
660,383,Iran,IRI,2012,"Fencing Men's Sabre, Individual",
661,383,Iran,IRI,2016,"Fencing Men's Sabre, Individual",
663,385,Switzerland,SUI,1924,Football Men's Football,Silver
665,386,Brazil,BRA,1972,Volleyball Men's Volleyball,
666,386,Brazil,BRA,1976,Volleyball Men's Volleyball,
667,387,Spain,ESP,2004,Rhythmic Gymnastics Women's Group,
669,389,Germany,GER,1928,"Art Competitions Mixed Architecture, Designs For Town Planning",
670,389,Germany,GER,1928,"Art Competitions Mixed Architecture, Architectural Designs",
676,394,East Germany,GDR,1972,Gymnastics Women's Individual All-Around,
677,394,East Germany,GDR,1972,Gymnastics Women's Team All-Around,Silver
678,394,East Germany,GDR,1972,Gymnastics Women's Floor Exercise,
679,394,East Germany,GDR,1972,Gymnastics Women's Horse Vault,
680,394,East Germany,GDR,1972,Gymnastics Women's Uneven Bars,
681,394,East Germany,GDR,1972,Gymnastics Women's Balance Beam,
682,395,Canada,CAN,2008,Diving Women's Springboard,
683,395,Canada,CAN,2012,Diving Women's Springboard,
684,395,Canada,CAN,2012,Diving Women's Synchronized Springboard,Bronze
685,395,Canada,CAN,2016,Diving Women's Springboard,
686,395,Canada,CAN,2016,Diving Women's Synchronized Springboard,
687,396,Germany,GER,2008,Gymnastics Women's Individual All-Around,
688,396,Germany,GER,2008,Gymnastics Women's Team All-Around,
689,396,Germany,GER,2008,Gymnastics Women's Floor Exercise,
690,396,Germany,GER,2008,Gymnastics Women's Uneven Bars,
691,396,Germany,GER,2008,Gymnastics Women's Balance Beam,
692,397,Spain,ESP,2000,"Athletics Women's 10,000 metres",
694,398,Monaco,MON,1924,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",
697,398,Monaco,MON,1948,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",
698,398,Monaco,MON,1952,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",
699,398,Monaco,MON,1952,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",
700,399,Fornebo,NOR,1920,Sailing Mixed 7 metres,Silver
701,400,Cuba,CUB,2012,Judo Women's Half-Middleweight,
702,401,Spain,ESP,1992,Football Men's Football,Gold
703,402,Germany,GER,2008,Athletics Men's Decathlon,
704,402,Germany,GER,2016,Athletics Men's Decathlon,
705,403,Israel,ISR,1960,Gymnastics Women's Individual All-Around,
706,403,Israel,ISR,1960,Gymnastics Women's Floor Exercise,
707,403,Israel,ISR,1960,Gymnastics Women's Horse Vault,
708,403,Israel,ISR,1960,Gymnastics Women's Uneven Bars,
709,403,Israel,ISR,1960,Gymnastics Women's Balance Beam,
710,404,Vesper Boat Club,USA,1900,Rowing Men's Coxed Eights,Gold
711,404,Vesper Boat Club,USA,1904,Rowing Men's Coxed Eights,Gold
719,410,Cameroon,CMR,1996,Athletics Women's 4 x 100 metres Relay,
720,411,Ethiopia,ETH,2000,Athletics Men's Marathon,Gold
721,412,Ethiopia,ETH,2016,Athletics Men's Marathon,
722,413,Argentina,ARG,1968,Rowing Men's Coxed Fours,
723,413,Argentina,ARG,1972,Rowing Men's Coxed Eights,
724,413,Argentina,ARG,1976,Rowing Men's Coxed Fours,
725,414,Sweden,SWE,1912,Athletics Men's Hammer Throw,
727,416,Sweden,SWE,1912,Athletics Men's Long Jump,Bronze
728,416,Sweden,SWE,1912,Athletics Men's Triple Jump,Silver
729,417,Sweden,SWE,1988,Swimming Women's 50 metres Freestyle,
730,418,Finland,FIN,1912,"Wrestling Men's Middleweight A, Greco-Roman",
731,419,Sweden,SWE,1948,Athletics Women's Discus Throw,
732,420,Sweden,SWE,1952,"Athletics Men's 1,500 metres",
739,423,United States,USA,2000,Baseball Men's Baseball,Gold
740,424,South Africa,RSA,1956,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze
741,424,South Africa,RSA,1956,Swimming Women's 100 metres Backstroke,
745,428,Turkey,TUR,2004,"Athletics Women's 1,500 metres",
746,428,Turkey,TUR,2004,"Athletics Women's 5,000 metres",
747,428,Turkey,TUR,2008,"Athletics Women's 5,000 metres",Silver
748,428,Turkey,TUR,2008,"Athletics Women's 10,000 metres",
749,429,Sri Lanka,SRI,2000,"Shooting Women's Air Pistol, 10 metres",
750,429,Sri Lanka,SRI,2000,"Shooting Women's Sporting Pistol, 25 metres",
751,430,Sri Lanka,SRI,2016,Swimming Men's 100 metres Freestyle,
752,431,Armenia,ARM,2016,Boxing Men's Flyweight,
753,432,Cote d'Ivoire,CIV,1992,"Canoeing Men's Kayak Doubles, 500 metres",
754,432,Cote d'Ivoire,CIV,1996,"Canoeing Men's Kayak Singles, 500 metres",
755,432,Cote d'Ivoire,CIV,2008,"Canoeing Men's Kayak Singles, 500 metres",
756,432,Cote d'Ivoire,CIV,2008,"Canoeing Men's Kayak Singles, 1,000 metres",
757,433,Spain,ESP,2008,Badminton Men's Singles,
758,433,Spain,ESP,2012,Badminton Men's Singles,
759,433,Spain,ESP,2016,Badminton Men's Singles,
760,434,France,FRA,1984,"Shooting Men's Running Target, 50 metres",
761,435,East Germany,GDR,1988,Diving Women's Platform,
762,436,Tunisia,TUN,1988,Football Men's Football,
764,438,Nigeria,NGR,1972,Athletics Men's 800 metres,
765,438,Nigeria,NGR,1972,"Athletics Men's 1,500 metres",
766,439,Kazakhstan,KAZ,2008,Judo Women's Half-Heavyweight,
767,440,Japan,JPN,2008,Athletics Men's 4 x 400 metres Relay,
768,441,Japan,JPN,2012,Athletics Women's Pole Vault,
769,442,Kenya,KEN,2016,Rugby Sevens Women's Rugby Sevens,
770,443,Bulgaria,BUL,1976,"Wrestling Men's Middleweight, Freestyle",
771,443,Bulgaria,BUL,1980,"Wrestling Men's Middleweight, Freestyle",Gold
772,444,France,FRA,2012,Football Women's Football,
773,444,France,FRA,2016,Football Women's Football,
774,445,Nigeria,NGR,2012,Athletics Women's 4 x 100 metres Relay,
775,446,Nigeria,NGR,2016,Table Tennis Men's Team,
776,447,Benin,BEN,1980,Boxing Men's Bantamweight,
777,447,Benin,BEN,1984,Boxing Men's Bantamweight,
780,450,Azerbaijan,AZE,2004,Boxing Men's Light-Flyweight,
781,451,Brazil,BRA,2016,Water Polo Women's Water Polo,
785,453,Great Britain,GBR,1928,Water Polo Men's Water Polo,
786,453,Great Britain,GBR,1936,Water Polo Men's Water Polo,
787,454,United States,USA,1932,Athletics Men's 4 x 400 metres Relay,Gold
788,455,Russia,RUS,2012,Gymnastics Men's Team All-Around,
789,455,Russia,RUS,2012,Gymnastics Men's Floor Exercise,Bronze
790,455,Russia,RUS,2012,Gymnastics Men's Horse Vault,Silver
791,455,Russia,RUS,2012,Gymnastics Men's Parallel Bars,
792,455,Russia,RUS,2012,Gymnastics Men's Horizontal Bar,
793,455,Russia,RUS,2012,Gymnastics Men's Rings,
794,455,Russia,RUS,2016,Gymnastics Men's Team All-Around,Silver
796,455,Russia,RUS,2016,Gymnastics Men's Horse Vault,Silver
797,455,Russia,RUS,2016,Gymnastics Men's Rings,Bronze
798,456,Netherlands,NED,1976,Rowing Women's Coxed Eights,
800,458,Ghana,GHA,1996,Football Men's Football,
801,459,Nigeria,NGR,2012,Athletics Women's 4 x 400 metres Relay,
802,460,Soviet Union,URS,1972,Swimming Men's 400 metres Freestyle,
803,460,Soviet Union,URS,1972,Swimming Men's 4 x 100 metres Freestyle Relay,Silver
804,460,Soviet Union,URS,1972,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze
805,460,Soviet Union,URS,1972,Swimming Men's 4 x 100 metres Medley Relay,
812,464,Maldives,MDV,1988,Athletics Men's 4 x 100 metres Relay,
813,465,Australia,AUS,2016,Swimming Men's 50 metres Freestyle,
814,465,Australia,AUS,2016,Swimming Men's 4 x 100 metres Freestyle Relay,Bronze
818,467,Cameroon,CMR,1984,Athletics Men's 400 metres Hurdles,
819,467,Cameroon,CMR,1984,Athletics Men's 4 x 400 metres Relay,
821,469,Lebanon,LIB,1968,"Cycling Men's Road Race, Individual",
822,469,Lebanon,LIB,1968,Cycling Men's Sprint,
823,469,Lebanon,LIB,1968,"Cycling Men's 1,000 metres Time Trial",
824,469,Lebanon,LIB,1968,"Cycling Men's Individual Pursuit, 4,000 metres",
826,469,Lebanon,LIB,1972,"Cycling Men's Individual Pursuit, 4,000 metres",
827,470,Lebanon,LIB,1972,"Wrestling Men's Welterweight, Freestyle",
832,473,Egypt,EGY,2000,Handball Men's Handball,
835,476,Egypt,EGY,2000,"Wrestling Men's Bantamweight, Greco-Roman",
837,478,Egypt,EGY,1948,Football Men's Football,
838,479,Syria,SYR,2000,Athletics Men's 400 metres Hurdles,
839,480,Egypt,EGY,1948,Basketball Men's Basketball,
844,483,Egypt,EGY,1948,"Fencing Men's Sabre, Individual",
845,483,Egypt,EGY,1948,"Fencing Men's Sabre, Team",
850,485,Iraq,IRQ,1988,Boxing Men's Light-Flyweight,
853,488,Qatar,QAT,2004,Athletics Men's Triple Jump,
854,488,Qatar,QAT,2008,Athletics Men's Triple Jump,
855,489,Iraq,IRQ,1992,Boxing Men's Bantamweight,
856,490,Libya,LBA,1988,Athletics Men's Triple Jump,
857,491,Algeria,ALG,1984,Boxing Men's Welterweight,
858,492,Iraq,IRQ,1984,"Wrestling Men's Bantamweight, Freestyle",
859,493,Algeria,ALG,2012,"Athletics Men's 5,000 metres",
860,494,Egypt,EGY,2016,Handball Men's Handball,
861,495,Egypt,EGY,2012,"Fencing Men's Foil, Individual",Silver
862,495,Egypt,EGY,2012,"Fencing Men's Foil, Team",
863,495,Egypt,EGY,2016,"Fencing Men's Foil, Individual",
864,495,Egypt,EGY,2016,"Fencing Men's Foil, Team",
866,497,Egypt,EGY,1968,Diving Men's Platform,
867,498,Egypt,EGY,2004,Judo Men's Half-Middleweight,
872,502,Afghanistan,AFG,1956,Hockey Men's Hockey,
873,503,Nigeria,NGR,1972,Athletics Men's 110 metres Hurdles,
874,504,United States,USA,1996,Handball Women's Handball,
875,505,Germany,GER,1912,Athletics Men's Decathlon,
876,506,Romania,ROU,1936,Gymnastics Men's Individual All-Around,
877,506,Romania,ROU,1936,Gymnastics Men's Team All-Around,
878,506,Romania,ROU,1936,Gymnastics Men's Floor Exercise,
879,506,Romania,ROU,1936,Gymnastics Men's Horse Vault,
880,506,Romania,ROU,1936,Gymnastics Men's Parallel Bars,
881,506,Romania,ROU,1936,Gymnastics Men's Horizontal Bar,
882,506,Romania,ROU,1936,Gymnastics Men's Rings,
883,506,Romania,ROU,1936,Gymnastics Men's Pommelled Horse,
884,507,Hungary,HUN,1988,"Canoeing Men's Kayak Doubles, 500 metres",Bronze
885,507,Hungary,HUN,1988,"Canoeing Men's Kayak Fours, 1,000 metres",Gold
886,507,Hungary,HUN,1992,"Canoeing Men's Kayak Fours, 1,000 metres",Silver
887,508,Germany,GER,1906,Gymnastics Men's Team All-Around,
888,509,Great Britain,GBR,1976,Swimming Men's 100 metres Backstroke,
889,509,Great Britain,GBR,1976,Swimming Men's 4 x 100 metres Medley Relay,
890,509,Great Britain,GBR,1980,Swimming Men's 100 metres Backstroke,
892,509,Great Britain,GBR,1980,Swimming Men's 4 x 100 metres Medley Relay,Bronze
893,510,Chile,CHI,2016,Rowing Women's Lightweight Double Sculls,
895,512,India,IND,1984,Athletics Women's 800 metres,
896,512,India,IND,1984,Athletics Women's 4 x 400 metres Relay,
897,512,India,IND,1988,Athletics Women's 800 metres,
898,512,India,IND,1988,Athletics Women's 4 x 400 metres Relay,
899,512,India,IND,1992,Athletics Women's 800 metres,
900,512,India,IND,1996,Athletics Women's 4 x 400 metres Relay,
901,513,Poland,POL,1980,Rowing Women's Coxed Quadruple Sculls,
902,514,Sweden,SWE,2000,"Wrestling Men's Middleweight, Greco-Roman",
903,514,Sweden,SWE,2004,"Wrestling Men's Light-Heavyweight, Greco-Roman",Silver
904,514,Sweden,SWE,2008,"Wrestling Men's Light-Heavyweight, Greco-Roman",
908,517,Costa Rica,CRC,1984,Athletics Men's 200 metres,
909,518,Panama,PAN,1976,Athletics Men's 100 metres,
911,519,Great Britain,GBR,1920,Athletics Men's 100 metres,
912,519,Great Britain,GBR,1920,Athletics Men's 200 metres,
915,519,Great Britain,GBR,1924,Athletics Men's 100 metres,Gold
916,519,Great Britain,GBR,1924,Athletics Men's 200 metres,
917,519,Great Britain,GBR,1924,Athletics Men's 4 x 100 metres Relay,Silver
918,520,Great Britain,GBR,1906,Athletics Men's 100 metres,
919,520,Great Britain,GBR,1906,Athletics Men's Long Jump,
920,520,Great Britain,GBR,1912,Athletics Men's Long Jump,
921,521,Norway,NOR,1912,"Gymnastics Men's Team All-Around, Free System",Gold
925,524,United States,USA,1984,Weightlifting Men's Lightweight,
926,525,United States,USA,1972,Handball Men's Handball,
929,527,Sweden,SWE,1920,Athletics Men's Long Jump,Bronze
930,528,Sweden,SWE,1960,"Fencing Men's Foil, Individual",
931,528,Sweden,SWE,1960,"Fencing Men's epee, Individual",
932,528,Sweden,SWE,1960,"Fencing Men's epee, Team",
933,528,Sweden,SWE,1964,"Fencing Men's epee, Individual",
934,528,Sweden,SWE,1964,"Fencing Men's epee, Team",
944,533,Belarus,BLR,2016,Athletics Women's Shot Put,
958,537,Georgia,GEO,1996,Rhythmic Gymnastics Women's Individual,
959,538,Slovenia,SLO,1996,"Canoeing Men's Kayak Singles, Slalom",
962,540,Soviet Union,URS,1960,Boxing Men's Heavyweight,
963,541,Russia,RUS,2008,Archery Men's Individual,
964,541,Russia,RUS,2008,Archery Men's Team,
966,543,Russia,RUS,2004,Volleyball Men's Volleyball,Bronze
970,546,Soviet Union,URS,1988,Swimming Women's 4 x 100 metres Freestyle Relay,
971,547,Soviet Union,URS,1964,Volleyball Women's Volleyball,Silver
980,551,Guyana,GUY,2016,Athletics Women's 400 metres,
981,552,Guyana,GUY,1988,Cycling Men's Sprint,
984,554,Georgia,GEO,2016,Athletics Men's Shot Put,
986,555,Portugal,POR,1988,Athletics Men's 4 x 400 metres Relay,
988,555,Portugal,POR,1996,Athletics Men's 800 metres,
989,556,Portugal,POR,2008,Athletics Men's 200 metres,
990,556,Portugal,POR,2012,Athletics Men's 200 metres,
1003,563,Portugal,POR,2016,Trampolining Men's Individual,
1004,564,Cuba,CUB,1976,"Wrestling Men's Flyweight, Freestyle",
1006,566,Portugal,POR,1968,Gymnastics Men's Individual All-Around,
1007,566,Portugal,POR,1968,Gymnastics Men's Floor Exercise,
1008,566,Portugal,POR,1968,Gymnastics Men's Horse Vault,
1009,566,Portugal,POR,1968,Gymnastics Men's Parallel Bars,
1010,566,Portugal,POR,1968,Gymnastics Men's Horizontal Bar,
1011,566,Portugal,POR,1968,Gymnastics Men's Rings,
1012,566,Portugal,POR,1968,Gymnastics Men's Pommelled Horse,
1013,567,Paraguay,PAR,1976,Swimming Men's 200 metres Breaststroke,
1014,567,Paraguay,PAR,1976,Swimming Men's 200 metres Butterfly,
1015,567,Paraguay,PAR,1976,Swimming Men's 400 metres Individual Medley,
1016,568,Angola,ANG,2008,Beach Volleyball Men's Beach Volleyball,
1018,570,Cuba,CUB,1980,Basketball Men's Basketball,
1020,572,Portugal,POR,1976,Swimming Men's 400 metres Freestyle,
1021,572,Portugal,POR,1976,Swimming Men's 4 x 200 metres Freestyle Relay,
1022,572,Portugal,POR,1980,Swimming Men's 100 metres Freestyle,
1023,572,Portugal,POR,1980,Swimming Men's 200 metres Freestyle,
1026,574,Colombia,COL,2012,Athletics Women's Marathon,
1027,574,Colombia,COL,2016,Athletics Women's Marathon,
1028,575,Colombia,COL,2012,"Cycling Women's Mountainbike, Cross-Country",
1029,576,Spain,ESP,2016,Basketball Men's Basketball,Bronze
1030,577,Sweden,SWE,1912,Athletics Men's Javelin Throw,
1031,577,Sweden,SWE,1912,"Athletics Men's Javelin Throw, Both Hands",
1033,579,Russia,RUS,2016,Triathlon Women's Olympic Distance,
1034,580,Russia,RUS,2000,Basketball Women's Basketball,
1035,580,Russia,RUS,2008,Basketball Women's Basketball,Bronze
1036,581,Romania,ROU,1952,Gymnastics Women's Individual All-Around,
1037,581,Romania,ROU,1952,Gymnastics Women's Team All-Around,
1038,581,Romania,ROU,1952,Gymnastics Women's Team Portable Apparatus,
1039,581,Romania,ROU,1952,Gymnastics Women's Floor Exercise,
1040,581,Romania,ROU,1952,Gymnastics Women's Horse Vault,
1041,581,Romania,ROU,1952,Gymnastics Women's Uneven Bars,
1042,581,Romania,ROU,1952,Gymnastics Women's Balance Beam,
1043,582,Soviet Union,URS,1980,"Wrestling Men's Lightweight, Freestyle",Gold
1044,583,France,FRA,2004,"Cycling Men's Mountainbike, Cross-Country",Gold
1045,583,France,FRA,2008,"Cycling Men's Mountainbike, Cross-Country",Gold
1046,583,France,FRA,2012,"Cycling Men's Mountainbike, Cross-Country",
1047,583,France,FRA,2016,"Cycling Men's Mountainbike, Cross-Country",
1049,585,United States,USA,1988,"Athletics Men's 3,000 metres Steeplechase",
1051,587,West Germany,FRG,1988,Athletics Women's 400 metres Hurdles,
1057,592,Saudi Arabia,KSA,1984,"Fencing Men's epee, Individual",
1058,592,Saudi Arabia,KSA,1984,"Fencing Men's epee, Team",
1063,595,Palestine,PLE,1996,"Athletics Men's 10,000 metres",
1064,596,Palestine,PLE,2012,Judo Men's Lightweight,
1065,597,Egypt,EGY,1936,"Athletics Men's 5,000 metres",
1066,598,Jordan,JOR,2000,Swimming Men's 200 metres Individual Medley,
1067,598,Jordan,JOR,2004,Swimming Men's 100 metres Backstroke,
1068,599,Kazakhstan,KAZ,1996,Boxing Men's Bantamweight,
1069,600,Sudan,SUD,2004,Athletics Men's 400 metres,
1070,600,Sudan,SUD,2008,Athletics Men's 400 metres,
1071,601,Palestine,PLE,2004,Athletics Women's 800 metres,
1072,602,China,CHN,2000,Boxing Men's Middleweight,
1073,603,Kenya,KEN,1988,Weightlifting Men's Featherweight,
1074,604,Nigeria,NGR,2008,Athletics Women's 400 metres,
1075,604,Nigeria,NGR,2008,Athletics Women's 4 x 400 metres Relay,
1076,605,Peru,PER,1968,Athletics Men's High Jump,
1077,606,Peru,PER,1964,Athletics Men's High Jump,
1079,607,Libya,LBA,2004,Weightlifting Men's Light-Heavyweight,
1080,608,Jordan,JOR,2016,Taekwondo Men's Featherweight,Gold
1081,609,Somalia,SOM,2004,Athletics Women's 100 metres,
1083,610,Japan,JPN,1960,Gymnastics Women's Team All-Around,
1088,610,Japan,JPN,1964,Gymnastics Women's Individual All-Around,
1089,610,Japan,JPN,1964,Gymnastics Women's Team All-Around,Bronze
1090,610,Japan,JPN,1964,Gymnastics Women's Floor Exercise,
